Year,2019 Q1,2019 Q2,2019 Q3,2019 Q4,2019 FY,2020 Q1,2020 Q2,2020 Q3,2020 Q4,2020 FY,2021 Q1,2021 Q2,2021 Q3,2021 Q4,2021 FY,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2022 FY,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2023 FY,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2024 FY,2025 Q1,2025 Q2,2025 Q3,2025 Q4,2025 FY,2026 Q1,2026 Q2,2026 Q3,2026 Q4,2026 FY,2027 Q1,2027 Q2,2027 Q3,2027 Q4,2027 FY,2028 Q1,2028 Q2,2028 Q3,2028 Q4,2028 FY
Index,133.6,134.5,136.5,137.5,137.5,138.3,139.5,140.4,141.3,141.3,142.4,144.0,145.1,146.7,146.7,147.5,150.3,152.0,153.8,153.8,155.8,157.2,158.8,160.7,160.7,162.2,161.4,163.7,164.6,164.6,166.9,168.243,170.2665815500117,170.91558641618855,170.91558641618855,173.0802039579605,174.29842507025464,176.25681168096594,176.81908796358334,176.81908796358334,178.9695028849411,180.15615045443232,182.11905225328258,182.6479541094689,182.6479541094689,184.82368768330272,186.00865863631665,187.99846445668862,188.51052844253303,188.51052844253303
