Year,2019 Q1,2019 Q2,2019 Q3,2019 Q4,2019 FY,2020 Q1,2020 Q2,2020 Q3,2020 Q4,2020 FY,2021 Q1,2021 Q2,2021 Q3,2021 Q4,2021 FY,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2022 FY,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2023 FY,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2024 FY,2025 Q1,2025 Q2,2025 Q3,2025 Q4,2025 FY,2026 Q1,2026 Q2,2026 Q3,2026 Q4,2026 FY,2027 Q1,2027 Q2,2027 Q3,2027 Q4,2027 FY,2028 Q1,2028 Q2,2028 Q3,2028 Q4,2028 FY
Index,103.01743340354223,104.87951957959335,109.35413969920243,113.05487460455986,107.57649182172446,111.34525357612326,103.10557463900581,115.54055877985945,119.32735709323818,112.32968602205668,122.55287055445274,120.03688807260801,119.47128131978099,124.5295162695789,121.64763905410516,128.59631961269955,129.34206004071865,127.88429552590407,126.3478972016663,128.04264309524714,130.9658452783956,133.5517793953273,134.30378084261213,137.8511065521161,134.1681280171128,140.07184627011927,140.47331485146606,141.61635380852812,139.57288115016283,140.43359902006907,138.88234335512095,134.18289668004527,134.69141575826828,134.11464876842598,135.46782614046512,133.46159055807001,132.69300242748633,132.04209766971195,131.53133136917518,132.43200550611087,130.8782731588192,130.10968502823553,129.45878027046115,128.94801396992438,129.84868810686007,128.2949557595684,127.52636762898472,126.87546287121036,126.36469657067357,127.26537070760926
